,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100
0,-0.1013834614465822,0.03778739945013647,-0.040895256174419976,-0.07391951322000975,0.01087143368639324,0.07145956459347855,0.020366282070973223,0.013296540453683663,0.022576435728073184,-0.016517867522464497,-0.001187629020326936,-0.03908649116117973,0.06075043510958491,-0.016699509274755397,-0.044145190911072905,-0.018231574054567646,0.002250833895651423,-0.07915831473494664,-0.03148928183390316,-0.07620828636815898,-0.024189991308570385,0.032761961939074484,0.06265369939461143,0.04218400938203653,-0.05637181023373598,-0.021500443579803855,-0.08667927832551678,-0.07820862513835987,-0.011460475889253308,-0.0353112079145069,0.08143723010714854,-0.02137702459218009,0.04014639704577107,-0.018113762942000157,-0.009904123450559583,-0.014190540508148133,0.013747775893845154,0.042959699849399194,0.05886506975044768,-0.021589405958268266,-0.022023367272270607,0.01454603554300181,0.04626797761316266,0.006185744971539996,0.022868921870316767,0.020805421364628075,-0.00482943994678365,-0.06357420462166277,0.017526638175094388,0.03209921413471287,0.04369382292344665,0.05390476348500359,0.02560431508031371,-0.0077925091376223775,0.0403895644500706,0.10343176421737375,0.024138908444229126,-0.052032471794473366,-0.014527065651522677,0.004509106383708554,0.020980563258620334,-0.017419215893326963,-0.022630591019711606,-0.1557765140014986,-0.07309708656778365,0.07929235313897554,-0.06629556813020882,0.055206990359760566,-0.018241637683095162,-0.04511040404528307,-0.13719537003465881,-0.05715191147917569,-0.03228268098264546,-0.146039572656664,-0.045123537889358675,0.04980715031671339,-0.009712784656725969,0.06559850593516554,0.01567168804981981,0.07988006514594406,-0.006777847452970481,-0.053367205099495,-0.08088000660108449,0.16814123135050235,0.08601299585402104,0.055847335176812826,0.12339415721805841,-0.0394661446401701,-0.06347607225958023,-0.03492837232515773,-0.07261329511671274,-0.13021157971945127,-0.06565131955013369,-0.06396482171748774,-0.03157581489584863,0.03650811832112816,0.005022810385768191,0.03153074691107377,0.009701616500090252,0.029896460513047365
1,-0.08637963995629323,0.04395111397082176,-0.06165218930489832,-0.08964474569460922,-0.04233040501455473,0.17788713115757163,0.08069359257610002,0.17273493410668056,0.05316611552428931,0.1534371927418245,0.13235404803278483,-0.08164294154958279,-0.11216957063386125,-0.022455835219300006,0.09530989758312852,0.2034923691440402,-0.17826397371123825,0.13866334825621737,-0.16510736255742353,0.01381924425224606,0.21293374199263496,-0.018038432252579065,0.1228981504532941,0.050622407162325314,0.0009418178200276171,0.0199399298813028,0.07614410567953342,0.17164922471148736,-0.02475343020355235,-0.0024505753537851648,-0.08525613602549241,0.038916724662430596,-0.04871679389192865,0.02815293807190657,0.030706022095789084,0.04141223834593536,-0.04654175341243813,0.004908729359278048,-0.028220521503680377,0.011011637133596925,-0.01176045766569742,0.013624796442919309,0.0028717389026975456,0.08155498279654393,-0.06954935669382029,-0.014166219795120208,-0.020983173915663657,0.012801029875744451,0.03886479362944442,0.035307626332439834,-0.026594628332850544,0.005919403288315471,-0.003931657537628924,-0.004808135324030891,0.025076079348276683,0.023554128490680747,0.019800450951199162,-0.019439611144318157,-0.012173561689906512,-0.009001449575757211,0.008818114748420534,0.0055080100735463424,-0.004877874569857681,-0.04260419916881643,-0.03730983724786802,0.01753761971243656,-0.026660703754162043,-0.049208739332910735,0.006223161506053394,0.048868560690052285,-0.007323279111781531,-0.009279949892377131,-0.01659344184432411,-0.008180231131007389,-0.038132514018315286,0.0539196963969288,-0.04967628950196651,0.05084448941147663,-0.003044233027071522,0.009296447005541046,0.0195061950585671,0.034468556231328766,-0.06643602806696977,0.01518632896225809,0.06783901008485128,-0.04411774182596518,0.07785686671426176,0.050486342670557696,0.03053046154363789,0.0018561571593948105,0.0066935726577745484,0.038764384636446686,-0.02212054046536508,-0.058414708256472526,0.015981769361725157,-0.034566561969331944,-0.03396919616130496,0.03764318228146929,0.027825907494053358,-0.02432033050017193
2,-0.11256357931973211,0.04183770268579869,-0.06785540501242239,-0.12760946576752147,-0.058682073401783164,0.29255729218461746,0.06998818865441536,0.24990146502286634,0.018967657952982393,0.15210082102018238,0.17232614718496067,-0.09856856554467268,-0.10985775313587673,-0.07086442764464801,0.048571890268850844,0.2750961639904797,-0.17870460764130208,0.15761251540828514,-0.15894453248521148,0.02191165464013368,0.1725287558289411,-0.03289960723597161,0.03189152561994632,0.029229428048347585,0.059296688528568876,0.060692353468457645,0.027607235012412325,0.10952013076327866,-0.09728768448091583,-0.1174563898663426,-0.04868328364382496,0.06017599411857185,-0.11344679061344352,0.04820655683286165,-0.007554765002810869,-0.004339037396594797,-0.03624981288623095,-0.05310944992591603,-0.039312807424425646,-0.04440629549136576,-0.04171373491446554,-0.01905481641700436,-0.013211781005803273,0.05961023036134207,-0.0023831980266723176,-0.014426475651132987,0.0007224583368934361,0.04039950101673272,0.034012562158872064,0.020164326408613008,0.01627683572596344,0.0298354987729943,0.025671703517371705,-0.07406059254617736,0.019559659463666,0.018215398663402976,0.03156087476282837,-0.01594783067636779,-0.01832370486841433,-0.06730299713568011,0.017248671810989845,0.007316942572467285,-0.0013046887494855574,0.009952757336965929,-0.017893265288808115,0.05360161145410633,0.029611022703233115,-0.0053699864988724965,-0.017545831144984307,0.028804133258398364,0.006546039660056878,-0.03100628315994459,-0.02467885701388174,0.02661360838423857,-0.032166635502375605,0.04533512858713831,-0.036196835831079834,0.028865840115679928,-0.04448907990593607,0.039918989740923776,-0.03802662554326077,0.02176145898369237,-0.0077475762514284474,-0.029524307284400857,0.035068892311305604,0.030213268041665645,0.07973650280903895,0.012415087153094813,0.015406124798464782,0.0023325281756713884,-0.01630457801367027,-0.01503380495594369,0.003818341207799048,-0.05785145256931916,0.01631797072392337,-0.043103529848529464,-0.015073531178403021,-0.005655564761305113,0.027457100584101318,0.009169412625164913
3,-0.1093455952906468,0.04113162075282812,-0.05490695894990649,-0.10500465296853972,-0.05363108622106693,0.2607556299684989,0.0753153613857505,0.21362855110851373,0.022003418478278185,0.1594905029718914,0.14061720976225217,-0.08672282806274449,-0.084202942254015,-0.06810599128400131,0.06728217450792831,0.24382159251519248,-0.15474517836833684,0.17966395684186443,-0.13483251941696398,0.013101326642729035,0.19648195100126487,-0.07382822920524908,0.05199480019423488,0.03827128439053234,0.021166082388991536,-0.0045951481216511166,0.05110697785164008,0.15419814992320635,-0.09403545582206928,-0.038892683458607115,-0.10470065951131073,0.06401441241054066,-0.09379581819278446,0.08800875796814163,-0.02252498898709143,0.032472361544270543,0.035572218263707954,-0.017839260800931272,-0.06953967893002884,-0.09896992950321767,-0.026278333386275807,-0.03340476479035748,-0.020905791978775536,0.10902061309349176,0.000770407507783726,-0.03933082145208781,-0.0012690140331377128,0.0020073532275495963,0.01611560802448832,0.015026763223510145,-0.046620107554695554,0.04702058515887416,0.05958574803061241,-6.488466555068719e-05,0.024536704747972156,-0.033350202021121364,-0.0009265169003716016,0.004883903290222258,-0.08823748967718141,-0.012951348436343484,0.019437478604682985,0.036111717237479,-0.02607038916293849,0.021970158473433015,0.009443808163851788,0.0468685918291978,0.05972452345742511,0.046032506245095424,-0.025068841990909092,0.028475334329731043,-0.029467389605647015,-0.006258920105426452,-0.04816115526335854,-0.013743961213886236,-0.03338300037577793,-0.02669364087101823,-0.015548430879041245,0.027926161620915543,-0.01607863984371847,0.06838938833951771,-0.007635575633368803,-0.008032296431024747,0.0447954841406155,-0.010753545585369253,-0.010316897740853585,0.04868649816133977,0.05847798444658382,0.06683606888628128,0.03935009050817972,-0.014799139350978242,0.016093474156204157,-0.0021721996152277144,0.005555885684974613,-0.04755147720762173,0.012362980983202373,-0.009121415208408652,0.014261287163012462,0.001111858296575368,-0.011454719151110918,0.02610531808728602
4,-0.09247283714914596,0.03868365382685511,-0.03857517138270042,-0.04533547262599718,0.0034865065467037377,0.05782997048874693,-0.041133708806027215,0.015875877061612205,0.01935803339750206,-0.007078899177779091,-0.014901904846399985,0.021426311938536217,0.04203612603069171,0.07691262975472199,0.02582617012620652,-0.0074782722261084855,-0.02397460782489362,0.01795345072465521,-0.005191579137899242,-0.058641681099741945,-0.017638621094031436,0.01590913427155317,-0.06689850082848918,0.06935400108398294,0.012724822050605957,-0.01985092077615134,-0.05445210882946804,-0.020650781573662628,-0.04601338163907229,0.047251886922858574,0.04165158218415247,-0.025101517196660497,0.033653232287612155,-0.021020843593448607,-0.029018320796446364,0.04196923790459267,-0.03397949983312332,0.04734555427073426,-0.017334902458147786,-0.0649110893699494,-0.03234776389097064,0.047793740619559835,-0.03340896123266715,0.05834340821791111,0.014034147967231743,0.016456039422739682,0.033353312657989485,-0.012741527121308556,-0.0207283678726175,-0.007821723415781448,0.05672175165569964,-0.013445915922037203,0.017708383736479892,0.08401827491744933,0.04289202767061672,-0.015591272259375653,-0.04810221799643933,0.05857450100734965,-0.03527629911835289,0.011850920173646426,-0.052421979612857494,0.11830135687120259,0.08188062991914623,0.04353593514584037,-0.01944396394504363,-0.0054546890259715795,-0.005892183932549042,0.01522669542957699,-0.0055025260693057215,-0.008430442853143937,-0.04570988834471939,-0.010431253395589757,0.0009259623962895315,0.05653545113538569,0.023418854544197884,-0.04578261245058987,-0.0645248312907942,0.02591295880624345,0.030708673422831914,-0.008470250256002622,0.0029899177658098473,-0.004082794413001003,0.004873478792011618,0.055481086594869236,-0.031910595612715975,-0.020255806388077374,-0.1058844281083754,-0.055180101846322376,0.03714457184586646,0.027198564368091392,0.16081918876427537,-0.026294426879011533,0.06828249224923344,-0.08209875574610365,-0.140156219221151,0.0007065521648727042,-0.04981861944475705,0.005072459655001172,-0.006387416160904711,0.018845927306040205
5,-0.11110206767601571,0.02983752726832904,-0.04877963809914675,-0.08335543324381925,-0.08909468179528263,0.14175808908535537,-0.03930315614967458,0.20874626772690238,0.03712412616867917,0.037669091975651256,0.048644403022201535,-0.08047447744619535,0.04191173849875634,-0.0201402493240482,0.024616642916271508,0.1697272272545637,-0.03024184032861561,-0.036517005336813145,-0.02078095878721062,-0.027628117253072616,0.021162681294145762,0.06480794804347882,-0.03859828677470006,0.027098590974827648,0.04541191224525405,0.05136115999368508,-0.05303070453444641,-0.0672149943336748,-0.039199716325235945,-0.11957144352421274,0.055775565096105234,-0.07161943603579461,-0.03109771918607996,-0.03675130695812244,-0.04021579786858497,-0.017885320175842087,0.00041706110860341043,0.01654150703203997,0.04444250531406551,-0.024915199066640907,-0.05029368182567536,0.037926122028098204,0.08733162628055231,-0.10889345233908568,0.026946534657697706,0.05089015841040403,-0.06876194754770423,0.021923039702087338,0.0016526394051207564,0.027854278913402503,0.020985282815548505,0.008259295242036386,-0.07963748964837247,0.04382614533846981,0.045782296724994245,-0.010226075059276115,-0.023224911550119354,0.037713808478238665,0.02857509047934955,-0.03567290619263185,0.028115977204562173,0.04935213586099235,0.031950747689900534,-0.016457714983770563,-0.06636264263608689,0.040412806870121484,0.046236037333138344,0.01786752581364571,-0.08553155447611205,-0.06788129850911899,-0.024611795462299482,-0.13352427714461435,0.06204322217076346,0.01566315504440677,-0.004819114333272323,0.04589181951375422,-0.029171343848060367,-0.05333299564526063,-0.00814226266131908,-0.019650488226459813,-0.016998409254721968,-0.028280219782228527,0.14407850412878334,0.02422785067846842,-0.006080499419840252,0.01749842836375405,0.052312188102871436,0.014294399041799107,-0.051276268106031635,-0.009559833106740702,-0.06412065272296245,-0.04722123524756135,-0.022670476411804693,-0.04999351161641794,0.019825642438336656,-0.0429915094262884,-0.02563757214829767,-0.020034767309632155,0.0356974242932258,0.022992914585565856
6,-0.11575806044824323,0.028062970761563385,-0.0335050132444512,-0.07926347776594934,-0.056719029720276884,0.08192597621245622,-0.015330100143456572,0.13530767102239052,0.003908256687602161,0.058858527336392595,-0.16826437495092597,-0.05247724232175765,0.1533481702008816,0.16190115918214762,0.01434935901729615,0.06268888950263632,-0.045168053861751344,-0.07580244993133095,-0.03267432557895823,-0.15660425378967904,-0.06060273202344383,-0.028625278887350347,0.048152548630632445,-0.03134673141672078,0.04689426019423246,0.08400652788417187,0.007010011620331818,-0.0940285592022169,0.005854273076501268,0.05635740101720793,0.10532365815429702,-0.08221478854406229,-0.04124983064297245,-0.0879017586675384,-0.027115370977617913,-0.014286217440693146,0.12433280024692009,0.06941492019898497,0.06489912765447069,-0.08801961738158288,-0.010927599030732916,0.029257472760479034,0.02720661046354243,-0.08137103027509193,0.031830240905335226,-0.03839297511366367,0.048403909458697054,-0.0526537669633889,-0.03413631165933238,-0.01244507372973177,-0.010005998889316189,-0.02552022857794528,-0.07138557495214286,0.018295474250115323,-0.025572650951035857,-0.03048545997774879,-0.0016152547159417278,-0.06673488082029005,0.01947592275483689,-0.02107410944314339,0.002616437881045158,-0.1013130185749892,-0.1176224481380101,0.0024542449818848906,-0.06005871652562939,0.04572967582485632,-0.10049610864764986,0.04529613376537495,-0.09526520085537499,0.006975984539840765,-0.037469052829513336,-0.052319341883076624,0.08790338278883132,-0.01808130485709762,0.09132495258359036,-0.026226110371149903,-0.029469711019108842,-0.07752366831297414,-0.004710351689937396,0.08046298076111812,0.00017713485937315918,-0.0566438556706697,0.053000631938944026,-0.039733752182832954,0.03970912756080294,-0.08611564018590373,0.0006404988389218105,0.012354515296918006,-0.07829784944729301,0.02673648935280797,-0.0650536695199772,0.05666735211393074,-0.011335207783648361,-0.07190006785433645,0.13741619421133744,-0.053881462540656996,-0.04168814590273499,-0.00140665498608069,0.047224751321309016,0.04239430206174758
7,-0.1110544945918737,0.026265281607275412,-0.034303721772265844,-0.0883267235563553,-0.02726668106773483,0.11025196416991384,0.007823839104640344,0.14885814114058687,0.01430389198176637,0.03566138829597058,-0.10360427664267183,-0.10024438473459454,0.06276082226128268,0.0640533580902134,0.06335499020124588,0.10304216107372573,0.04421381716323141,-0.11037554964047318,0.050538545115674634,-0.026500003459757348,-0.01250642317662407,0.058570386671295376,-0.009046204568511016,0.005004026363819847,-0.003072748597308694,-0.003684882470300513,0.0192203177080748,-0.11666595809237647,0.03936349201941463,0.026937628200986226,0.05674129801460932,-0.07726330706822021,0.07378936396405232,-0.06377133727766375,0.016101027149382174,0.005438327801914437,0.07783601100052956,0.0018900782042743768,0.06939631370588592,0.028687014982327164,0.05085036340233606,-0.0059460924220360555,0.011727845529343948,-0.03653027527312394,0.04732688945784589,-0.02436294792053557,-0.023442914949751995,0.003644631614879016,-0.06674118917055148,-0.01889585265289615,-0.00201373217352691,0.04166413950812112,-0.034125877216544254,0.008496880860557138,-0.041361300785775316,-0.005469111281986154,0.012246095090477282,-0.06711585337438968,0.0445514547128542,-0.004636154158796705,0.00778280783051757,-0.03665077435462189,0.009231863676999146,-0.0002001375873980868,0.04838322210295375,0.03564388541667985,-0.02042411178314687,0.021799511506404547,-0.018264116038545965,0.030878893587364946,-0.01916698979510025,-0.014480131772941109,0.027339466171757486,0.0619653703482036,0.0457580664052152,-0.03027629858022178,0.0075319491844150765,-0.08789131686388829,-0.04660375257111835,0.006688819816539253,0.019441982915066953,-0.030220891531945,-0.01447292965075927,0.027154145953242344,0.0094340439167638,-0.06696364927497721,-0.029695531146356917,0.000569109607125109,-0.13103150043644096,-0.0045267788350265275,-0.014624791503279397,0.02035875294386334,-0.015781525895538853,0.0032068702505069703,0.04668807101371771,0.044113566035605435,-0.043932823628811436,-0.02503380519910268,0.053772259818112976,0.013043294920617244
8,-0.11195511797907243,0.01250704158138368,-0.031690418498562245,-0.09007813635824047,-0.03802799809500915,0.06356091406581706,0.02369900162982639,0.1342783013085518,0.04467477078341751,0.008766798494592472,-0.1560536243542805,-0.10740260671838962,-0.005763987994949352,0.05694534916010847,0.09434716795737494,0.11068672916583745,0.04237967731963643,-0.11907672015130587,0.0887204261772826,0.00229294776238443,-0.003988197013689085,0.08448252939829178,0.008542729677817839,-0.033329611966637904,-0.027353828352726896,-0.03454250531437597,-0.05517279115121738,-0.12838480436943084,0.08355606294431375,0.04009811687511259,0.0507436520445474,-0.0968979325824167,-0.019431232744887596,-0.005762827028591954,-0.024273750094202386,-0.055269157927101,0.10394291228850651,0.06427134624043894,0.11369227642817889,0.061116011512871944,0.023369425892212425,0.10956227761963609,0.06503580086694061,-0.07278503884530844,0.08235252710059002,0.03222954509936422,-0.01967939487825251,0.047307961373331396,-0.02128108045734852,-0.025218584043698183,0.006975131630665519,-0.05762451852187641,-0.015301929486189197,0.000387989542929807,-0.04176434270457785,-0.01990993671334365,-0.09853012296679269,-0.015395949256405228,-0.021504652294376175,-0.0739007570372432,0.02745270207452747,-0.03219133193170532,0.028309466480143437,0.032448755638142514,-0.06892672463994547,-0.05417123138439858,-0.0574760190023529,-0.02695147048461876,0.014195356494296676,-0.03342642876075415,0.021720774209068018,-0.01071429351848928,-0.0725232069650743,0.06731995248325606,0.001606057457626904,-0.03041634540634758,-0.06733538321367509,0.01674621935118207,-0.05631731465944197,0.058561770765808194,-0.025390251200679916,0.047858790290633745,-0.028079023430486953,-0.13774956892288315,0.027915044301104,0.05030728145049233,-0.027343454714830694,0.07393181558003374,0.008921764204111832,-0.031301016645785176,-0.032398751847397066,0.040966865326339474,0.09428493522113884,-0.028092967696114864,0.02587237019973998,-0.05505401312557563,-0.0034992794178290982,-0.0069984711813937325,-0.05427480357334759,0.013805671598183617
9,-0.11942450671045451,0.005413911603422453,0.0026638209053048497,-0.06343520261659491,-0.05192318311249172,0.06391079790904067,0.00855748588458609,0.13390185441291738,0.0770730342065651,0.02271400692385341,-0.1835275243271865,-0.06424499063968217,-0.06710267925205197,0.06713862558509363,0.07441670977213405,-0.0163970575813053,0.06724136334222493,-0.08317339062812308,0.09290714474022521,0.04768087754769246,-0.08646985667644835,0.09599383297992518,-0.019616563149736047,-0.018563653445320488,-0.01806381565580308,0.005809848300538088,-0.04344186116874257,-0.03579299561082692,0.1084353406349408,0.041156712831736324,-0.017936224275566657,-0.07766280048287093,-0.034496815018317646,0.011734445673811099,0.037823858970536195,-0.02164942168043193,0.04170914626290316,0.09250896911585647,0.05064499400902419,0.012946693413364475,0.006357447007073636,0.06993373486624381,0.05685277515003732,-0.011137861925523596,-0.005805987704272352,0.07153887307912783,-0.05817137509822797,0.09502171422369661,-0.023126355439923016,-0.07594690396112264,-0.01607858246441989,0.017154758949295655,-0.010503185402485217,-0.0016071181476877978,-0.05094920187834518,0.0056007320770168475,-0.12085256837497682,-0.06407367672618443,-0.007741952515413931,-0.019472514911699445,-0.04304813450927497,-0.0027541754222953326,0.0026818947007374214,0.007213147561625375,-0.0333087965335364,-0.06025104210181895,-0.014850058354798608,-0.005606975493267193,0.04764454892868496,0.007973455522761906,-0.042810130815342344,0.004478281404297928,-0.09329716827012667,0.020029652157272156,-0.016713480258325572,-0.006231887349504535,-0.03700407881048205,0.007807339001309329,0.02121485976942901,0.020281925236139073,-0.008950585899733719,0.05749523652434412,-0.05306497266433431,-0.07689259639413337,-0.01990781514958178,0.020100412967686106,-0.0027280834964577595,0.03254373017036978,-0.0009406689218546685,0.015566109168586638,0.03521353528789078,0.02001113997819435,0.027261455615977058,-0.04216251548202352,0.023889772545118402,0.019274292360256337,-0.011366551373990532,-0.04810535847521657,-0.07683936996080407,0.08652240327473339
